comment_id,comment_text,expected_sentiment,predicted_sentiment,confidence
361,The amendment introduces ambiguity and may lead to confusion.,negative,negative,0.6231700778007507
362,This proposal increases compliance burden unnecessarily.,negative,negative,0.8818939328193665
363,The draft legislation lacks clarity in key provisions.,negative,negative,0.8359378576278687
364,The amendment may increase operational costs for companies.,negative,negative,0.6471313238143921
365,This proposal does not adequately consider MSME challenges.,negative,negative,0.8344211578369141
366,The changes could lead to increased litigation.,negative,negative,0.5582054853439331
367,The amendment complicates existing compliance procedures.,negative,negative,0.6592081785202026
368,The draft law ignores practical implementation issues.,negative,negative,0.8196495771408081
369,The amendment may negatively impact ease of doing business.,negative,negative,0.7775464653968811
370,This proposal requires substantial reworking before implementation.,negative,neutral,0.6098157167434692
371,The amendment introduces ambiguity and may lead to confusion.,negative,negative,0.6231700778007507
372,This proposal increases compliance burden unnecessarily.,negative,negative,0.8818939328193665
373,The draft legislation lacks clarity in key provisions.,negative,negative,0.8359378576278687
374,The amendment may increase operational costs for companies.,negative,negative,0.6471313238143921
375,This proposal does not adequately consider MSME challenges.,negative,negative,0.8344211578369141
376,The changes could lead to increased litigation.,negative,negative,0.5582054853439331
377,The amendment complicates existing compliance procedures.,negative,negative,0.6592081785202026
378,The draft law ignores practical implementation issues.,negative,negative,0.8196495771408081
379,The amendment may negatively impact ease of doing business.,negative,negative,0.7775464653968811
380,This proposal requires substantial reworking before implementation.,negative,neutral,0.6098157167434692
381,The amendment introduces ambiguity and may lead to confusion.,negative,negative,0.6231700778007507
382,This proposal increases compliance burden unnecessarily.,negative,negative,0.8818939328193665
383,The draft legislation lacks clarity in key provisions.,negative,negative,0.8359378576278687
384,The amendment may increase operational costs for companies.,negative,negative,0.6471313238143921
385,This proposal does not adequately consider MSME challenges.,negative,negative,0.8344211578369141
386,The changes could lead to increased litigation.,negative,negative,0.5582054853439331
387,The amendment complicates existing compliance procedures.,negative,negative,0.6592081785202026
388,The draft law ignores practical implementation issues.,negative,negative,0.8196495771408081
389,The amendment may negatively impact ease of doing business.,negative,negative,0.7775464653968811
390,This proposal requires substantial reworking before implementation.,negative,neutral,0.6098157167434692
391,The amendment introduces ambiguity and may lead to confusion.,negative,negative,0.6231700778007507
392,This proposal increases compliance burden unnecessarily.,negative,negative,0.8818939328193665
393,The draft legislation lacks clarity in key provisions.,negative,negative,0.8359378576278687
394,The amendment may increase operational costs for companies.,negative,negative,0.6471313238143921
395,This proposal does not adequately consider MSME challenges.,negative,negative,0.8344211578369141
396,The changes could lead to increased litigation.,negative,negative,0.5582054853439331
397,The amendment complicates existing compliance procedures.,negative,negative,0.6592081785202026
398,The draft law ignores practical implementation issues.,negative,negative,0.8196495771408081
399,The amendment may negatively impact ease of doing business.,negative,negative,0.7775464653968811
400,This proposal requires substantial reworking before implementation.,negative,neutral,0.6098157167434692
401,The amendment introduces ambiguity and may lead to confusion.,negative,negative,0.6231700778007507
402,This proposal increases compliance burden unnecessarily.,negative,negative,0.8818939328193665
403,The draft legislation lacks clarity in key provisions.,negative,negative,0.8359378576278687
404,The amendment may increase operational costs for companies.,negative,negative,0.6471313238143921
405,This proposal does not adequately consider MSME challenges.,negative,negative,0.8344211578369141
406,The changes could lead to increased litigation.,negative,negative,0.5582054853439331
407,The amendment complicates existing compliance procedures.,negative,negative,0.6592081785202026
408,The draft law ignores practical implementation issues.,negative,negative,0.8196495771408081
409,The amendment may negatively impact ease of doing business.,negative,negative,0.7775464653968811
410,This proposal requires substantial reworking before implementation.,negative,neutral,0.6098157167434692
411,The amendment introduces ambiguity and may lead to confusion.,negative,negative,0.6231700778007507
412,This proposal increases compliance burden unnecessarily.,negative,negative,0.8818939328193665
413,The draft legislation lacks clarity in key provisions.,negative,negative,0.8359378576278687
414,The amendment may increase operational costs for companies.,negative,negative,0.6471313238143921
415,This proposal does not adequately consider MSME challenges.,negative,negative,0.8344211578369141
416,The changes could lead to increased litigation.,negative,negative,0.5582054853439331
417,The amendment complicates existing compliance procedures.,negative,negative,0.6592081785202026
418,The draft law ignores practical implementation issues.,negative,negative,0.8196495771408081
419,The amendment may negatively impact ease of doing business.,negative,negative,0.7775464653968811
420,This proposal requires substantial reworking before implementation.,negative,neutral,0.6098157167434692
421,The amendment introduces ambiguity and may lead to confusion.,negative,negative,0.6231700778007507
422,This proposal increases compliance burden unnecessarily.,negative,negative,0.8818939328193665
423,The draft legislation lacks clarity in key provisions.,negative,negative,0.8359378576278687
424,The amendment may increase operational costs for companies.,negative,negative,0.6471313238143921
425,This proposal does not adequately consider MSME challenges.,negative,negative,0.8344211578369141
426,The changes could lead to increased litigation.,negative,negative,0.5582054853439331
427,The amendment complicates existing compliance procedures.,negative,negative,0.6592081785202026
428,The draft law ignores practical implementation issues.,negative,negative,0.8196495771408081
429,The amendment may negatively impact ease of doing business.,negative,negative,0.7775464653968811
430,This proposal requires substantial reworking before implementation.,negative,neutral,0.6098157167434692
431,The amendment introduces ambiguity and may lead to confusion.,negative,negative,0.6231700778007507
432,This proposal increases compliance burden unnecessarily.,negative,negative,0.8818939328193665
433,The draft legislation lacks clarity in key provisions.,negative,negative,0.8359378576278687
434,The amendment may increase operational costs for companies.,negative,negative,0.6471313238143921
435,This proposal does not adequately consider MSME challenges.,negative,negative,0.8344211578369141
436,The changes could lead to increased litigation.,negative,negative,0.5582054853439331
437,The amendment complicates existing compliance procedures.,negative,negative,0.6592081785202026
438,The draft law ignores practical implementation issues.,negative,negative,0.8196495771408081
439,The amendment may negatively impact ease of doing business.,negative,negative,0.7775464653968811
440,This proposal requires substantial reworking before implementation.,negative,neutral,0.6098157167434692
441,The amendment introduces ambiguity and may lead to confusion.,negative,negative,0.6231700778007507
442,This proposal increases compliance burden unnecessarily.,negative,negative,0.8818939328193665
443,The draft legislation lacks clarity in key provisions.,negative,negative,0.8359378576278687
444,The amendment may increase operational costs for companies.,negative,negative,0.6471313238143921
445,This proposal does not adequately consider MSME challenges.,negative,negative,0.8344211578369141
446,The changes could lead to increased litigation.,negative,negative,0.5582054853439331
447,The amendment complicates existing compliance procedures.,negative,negative,0.6592081785202026
448,The draft law ignores practical implementation issues.,negative,negative,0.8196495771408081
449,The amendment may negatively impact ease of doing business.,negative,negative,0.7775464653968811
450,This proposal requires substantial reworking before implementation.,negative,neutral,0.6098157167434692
451,The amendment introduces ambiguity and may lead to confusion.,negative,negative,0.6231700778007507
452,This proposal increases compliance burden unnecessarily.,negative,negative,0.8818939328193665
453,The draft legislation lacks clarity in key provisions.,negative,negative,0.8359378576278687
454,The amendment may increase operational costs for companies.,negative,negative,0.6471313238143921
455,This proposal does not adequately consider MSME challenges.,negative,negative,0.8344211578369141
456,The changes could lead to increased litigation.,negative,negative,0.5582054853439331
457,The amendment complicates existing compliance procedures.,negative,negative,0.6592081785202026
458,The draft law ignores practical implementation issues.,negative,negative,0.8196495771408081
459,The amendment may negatively impact ease of doing business.,negative,negative,0.7775464653968811
460,This proposal requires substantial reworking before implementation.,negative,neutral,0.6098157167434692
461,The amendment introduces ambiguity and may lead to confusion.,negative,negative,0.6231700778007507
462,This proposal increases compliance burden unnecessarily.,negative,negative,0.8818939328193665
463,The draft legislation lacks clarity in key provisions.,negative,negative,0.8359378576278687
464,The amendment may increase operational costs for companies.,negative,negative,0.6471313238143921
465,This proposal does not adequately consider MSME challenges.,negative,negative,0.8344211578369141
466,The changes could lead to increased litigation.,negative,negative,0.5582054853439331
467,The amendment complicates existing compliance procedures.,negative,negative,0.6592081785202026
468,The draft law ignores practical implementation issues.,negative,negative,0.8196495771408081
469,The amendment may negatively impact ease of doing business.,negative,negative,0.7775464653968811
470,This proposal requires substantial reworking before implementation.,negative,neutral,0.6098157167434692
471,The amendment introduces ambiguity and may lead to confusion.,negative,negative,0.6231700778007507
472,This proposal increases compliance burden unnecessarily.,negative,negative,0.8818939328193665
473,The draft legislation lacks clarity in key provisions.,negative,negative,0.8359378576278687
474,The amendment may increase operational costs for companies.,negative,negative,0.6471313238143921
475,This proposal does not adequately consider MSME challenges.,negative,negative,0.8344211578369141
476,The changes could lead to increased litigation.,negative,negative,0.5582054853439331
477,The amendment complicates existing compliance procedures.,negative,negative,0.6592081785202026
478,The draft law ignores practical implementation issues.,negative,negative,0.8196495771408081
479,The amendment may negatively impact ease of doing business.,negative,negative,0.7775464653968811
480,This proposal requires substantial reworking before implementation.,negative,neutral,0.6098157167434692
481,The amendment introduces ambiguity and may lead to confusion.,negative,negative,0.6231700778007507
482,This proposal increases compliance burden unnecessarily.,negative,negative,0.8818939328193665
483,The draft legislation lacks clarity in key provisions.,negative,negative,0.8359378576278687
484,The amendment may increase operational costs for companies.,negative,negative,0.6471313238143921
485,This proposal does not adequately consider MSME challenges.,negative,negative,0.8344211578369141
486,The changes could lead to increased litigation.,negative,negative,0.5582054853439331
487,The amendment complicates existing compliance procedures.,negative,negative,0.6592081785202026
488,The draft law ignores practical implementation issues.,negative,negative,0.8196495771408081
489,The amendment may negatively impact ease of doing business.,negative,negative,0.7775464653968811
490,This proposal requires substantial reworking before implementation.,negative,neutral,0.6098157167434692
491,The amendment introduces ambiguity and may lead to confusion.,negative,negative,0.6231700778007507
492,This proposal increases compliance burden unnecessarily.,negative,negative,0.8818939328193665
493,The draft legislation lacks clarity in key provisions.,negative,negative,0.8359378576278687
494,The amendment may increase operational costs for companies.,negative,negative,0.6471313238143921
495,This proposal does not adequately consider MSME challenges.,negative,negative,0.8344211578369141
496,The changes could lead to increased litigation.,negative,negative,0.5582054853439331
497,The amendment complicates existing compliance procedures.,negative,negative,0.6592081785202026
498,The draft law ignores practical implementation issues.,negative,negative,0.8196495771408081
499,The amendment may negatively impact ease of doing business.,negative,negative,0.7775464653968811
500,This proposal requires substantial reworking before implementation.,negative,neutral,0.6098157167434692
